Frequency (Hz)	Level (dB)
31933.593750	-136.050507
31939.453125	-134.222855
31945.312500	-132.810547
31951.171875	-133.962723
31957.031250	-136.481171
31962.890625	-135.553146
31968.750000	-134.580841
31974.609375	-133.531158
31980.468750	-132.680283
31986.328125	-133.317307
31992.187500	-135.085159
31998.046875	-135.682693
32003.906250	-131.908386
32009.765625	-132.314377
32015.625000	-133.130707
32021.484375	-131.507629
32027.343750	-131.495880
32033.203125	-131.930634
32039.062500	-135.024414
32044.921875	-139.382126
32050.781250	-135.693710
32056.640625	-133.742950
32062.500000	-132.623581
32068.359375	-131.449478
32074.218750	-131.452957
32080.078125	-132.398987
32085.937500	-133.396652
32091.796875	-132.291611
32097.656250	-132.573044
32103.515625	-135.070328
32109.375000	-135.176788
32115.234375	-135.972366
32121.093750	-137.245117
32126.953125	-135.402954
32132.812500	-134.535751
32138.671875	-132.729904
32144.531250	-130.459534
32150.390625	-130.367691
32156.250000	-130.914810
32162.109375	-133.695145
32167.968750	-135.795319
32173.828125	-134.122604
32179.687500	-133.034866
32185.546875	-132.616104
32191.406250	-133.996048
32197.265625	-132.738602
32203.125000	-132.265198
32208.984375	-134.074188
32214.843750	-134.825958
32220.703125	-136.818573
32226.562500	-136.979218
32232.421875	-136.570770
32238.281250	-136.354065
32244.140625	-134.424484
32250.000000	-135.519363
32255.859375	-135.813828
32261.718750	-135.577194
32267.578125	-133.930695
32273.437500	-132.886978
32279.296875	-133.132751
32285.156250	-131.804413
32291.015625	-132.457825
32296.875000	-133.509384
32302.734375	-136.613876
32308.593750	-137.406219
32314.453125	-137.969910
32320.312500	-138.770950
32326.171875	-135.237991
32332.031250	-134.540405
32337.890625	-134.079575
32343.750000	-137.225449
32349.609375	-137.441925
32355.468750	-135.953506
32361.328125	-133.656113
32367.187500	-133.875061
32373.046875	-136.259628
32378.906250	-136.437958
32384.765625	-133.679459
32390.625000	-132.963989
32396.484375	-135.551422
32402.343750	-136.222702
32408.203125	-137.577713
32414.062500	-138.211884
32419.921875	-138.853607
32425.781250	-136.938995
32431.640625	-136.221649
32437.500000	-135.246460
32443.359375	-135.855530
32449.218750	-135.781235
32455.078125	-135.750305
32460.937500	-137.761002
32466.796875	-142.260666
32472.656250	-142.921707
32478.515625	-137.121475
32484.375000	-134.593903
32490.234375	-134.271973
32496.093750	-136.431137
32501.953125	-138.153030
32507.812500	-139.345963
32513.671875	-133.267014
32519.531250	-131.831436
32525.390625	-133.170990
32531.250000	-134.976654
32537.109375	-134.582626
32542.968750	-135.876572
32548.828125	-137.725677
32554.687500	-137.555862
32560.546875	-137.462280
32566.406250	-137.002274
32572.265625	-136.094086
32578.125000	-137.781235
32583.984375	-137.514511
32589.843750	-138.515076
32595.703125	-138.447433
32601.562500	-138.030014
32607.421875	-137.265015
32613.281250	-138.493698
32619.140625	-137.237396
32625.000000	-135.825851
32630.859375	-136.581589
32636.718750	-141.711258
32642.578125	-144.035889
32648.437500	-140.702301
32654.296875	-137.875366
32660.156250	-138.566620
32666.015625	-138.086365
32671.875000	-138.753281
32677.734375	-141.417908
32683.593750	-136.881638
32689.453125	-134.865250
32695.312500	-138.036957
32701.171875	-137.897049
32707.031250	-136.586960
32712.890625	-136.182144
32718.750000	-137.378754
32724.609375	-137.879623
32730.468750	-135.990036
32736.328125	-136.139694
32742.187500	-135.864288
32748.046875	-135.354889
32753.906250	-136.394669
32759.765625	-139.688324
32765.625000	-138.377121
32771.484375	-140.382126
32777.343750	-141.305389
32783.203125	-136.493729
32789.062500	-135.133011
32794.921875	-137.862045
32800.781250	-138.365738
32806.640625	-141.403030
32812.500000	-145.633163
32818.359375	-139.700211
32824.218750	-135.043930
32830.078125	-135.443848
32835.937500	-140.804169
32841.796875	-141.492035
32847.656250	-136.042587
32853.515625	-136.022705
32859.375000	-137.947891
32865.234375	-139.954193
32871.093750	-139.280792
32876.953125	-139.230438
32882.812500	-136.999786
32888.671875	-138.854797
32894.531250	-138.145996
32900.390625	-138.518860
32906.250000	-137.632660
32912.109375	-140.818008
32917.968750	-139.505646
32923.828125	-140.644547
32929.687500	-141.004105
32935.546875	-143.005753
32941.406250	-140.643372
32947.265625	-138.355652
32953.125000	-139.285553
32958.984375	-145.180511
32964.843750	-139.744064
32970.703125	-137.923630
32976.562500	-137.502441
32982.421875	-137.325958
32988.281250	-135.855362
32994.140625	-135.975006
33000.000000	-140.240662
33005.859375	-144.702911
33011.718750	-141.335693
33017.578125	-139.974289
33023.437500	-138.749146
33029.296875	-139.837341
33035.156250	-140.362381
33041.015625	-140.866486
33046.875000	-142.060257
33052.734375	-139.275909
33058.593750	-137.086960
33064.453125	-139.659561
33070.312500	-138.147964
33076.171875	-138.648026
33082.031250	-142.319702
33087.890625	-143.312805
33093.750000	-141.114166
33099.609375	-143.526672
33105.468750	-141.855515
33111.328125	-137.382568
33117.187500	-137.638824
33123.046875	-138.645264
33128.906250	-140.198898
33134.765625	-140.186279
33140.625000	-140.757248
33146.484375	-143.913849
33152.343750	-139.821793
33158.203125	-139.514877
33164.062500	-139.151474
33169.921875	-140.805939
33175.781250	-136.174179
33181.640625	-134.651993
33187.500000	-136.260605
33193.359375	-138.885590
33199.218750	-138.589935
33205.078125	-137.305298
33210.937500	-138.118271
33216.796875	-140.926926
33222.656250	-143.570251
33228.515625	-141.055252
33234.375000	-141.496552
33240.234375	-140.432190
33246.093750	-138.899063
33251.953125	-140.275955
33257.812500	-137.357925
33263.671875	-136.674988
33269.531250	-136.385986
33275.390625	-140.974152
33281.250000	-140.048553
33287.109375	-138.730698
33292.968750	-137.664780
33298.828125	-137.688400
33304.687500	-136.118484
33310.546875	-135.827637
33316.406250	-137.353165
33322.265625	-140.418991
33328.125000	-144.543716
33333.984375	-142.559540
33339.843750	-141.518860
33345.703125	-141.099106
33351.562500	-139.236176
33357.421875	-138.956787
33363.281250	-136.664734
33369.140625	-137.691956
33375.000000	-141.703552
33380.859375	-145.989151
33386.718750	-141.568695
33392.578125	-140.521301
33398.437500	-139.120102
33404.296875	-138.644806
33410.156250	-140.065796
33416.015625	-143.302094
33421.875000	-140.184830
33427.734375	-139.125931
33433.593750	-140.108322
33439.453125	-139.113312
33445.312500	-141.881531
33451.171875	-141.554977
33457.031250	-139.022949
33462.890625	-140.786880
33468.750000	-139.911270
33474.609375	-139.510513
33480.468750	-138.040207
33486.328125	-140.914108
33492.187500	-142.200378
33498.046875	-141.438629
33503.906250	-140.225510
33509.765625	-143.483505
33515.625000	-142.410828
33521.484375	-143.074753
33527.343750	-142.335556
33533.203125	-142.814240
33539.062500	-143.567856
33544.921875	-144.583313
33550.781250	-142.800201
33556.640625	-140.031006
33562.500000	-139.514038
33568.359375	-142.570618
33574.218750	-142.370880
33580.078125	-142.362793
33585.937500	-142.132965
33591.796875	-145.791504
33597.656250	-141.584061
33603.515625	-140.578537
33609.375000	-141.349030
33615.234375	-140.558304
33621.093750	-139.437531
33626.953125	-142.118652
33632.812500	-146.010254
33638.671875	-140.287811
33644.531250	-139.086899
33650.390625	-139.140259
33656.250000	-140.990768
33662.109375	-142.243942
33667.968750	-141.099121
33673.828125	-142.165115
33679.687500	-141.034576
33685.546875	-141.703476
33691.406250	-139.482071
33697.265625	-141.036148
33703.125000	-144.279343
33708.984375	-145.896942
33714.843750	-144.892105
33720.703125	-143.887909
33726.562500	-142.446014
33732.421875	-142.495544
33738.281250	-142.091690
33744.140625	-140.137451
33750.000000	-140.062302
33755.859375	-141.170380
33761.718750	-139.327911
33767.578125	-140.324783
33773.437500	-140.999054
33779.296875	-140.005341
33785.156250	-137.881454
33791.015625	-137.264404
33796.875000	-138.353271
33802.734375	-139.533463
33808.593750	-144.446182
33814.453125	-144.347763
33820.312500	-142.923920
33826.171875	-140.385117
33832.031250	-138.058060
33837.890625	-140.592926
33843.750000	-139.566696
33849.609375	-141.323441
33855.468750	-141.616577
33861.328125	-141.102783
33867.187500	-142.201950
33873.046875	-143.143311
33878.906250	-143.526825
33884.765625	-145.988708
33890.625000	-145.073456
33896.484375	-143.600388
33902.343750	-141.097610
33908.203125	-139.861542
33914.062500	-140.192535
33919.921875	-139.798462
33925.781250	-141.054092
33931.640625	-144.644211
33937.500000	-141.988480
33943.359375	-142.148376
33949.218750	-141.921875
33955.078125	-141.480286
33960.937500	-143.264374
33966.796875	-144.062347
33972.656250	-141.587997
33978.515625	-143.795639
33984.375000	-144.219131
33990.234375	-141.937378
33996.093750	-142.760498
34001.953125	-139.933929
34007.812500	-143.002136
34013.671875	-142.477722
34019.531250	-145.610535
34025.390625	-143.334122
34031.250000	-142.366196
34037.109375	-143.836533
34042.968750	-146.229980
34048.828125	-140.505157
34054.687500	-139.179428
34060.546875	-139.560913
34066.406250	-141.165985
34072.265625	-142.795578
34078.125000	-145.217148
34083.984375	-141.859177
34089.843750	-140.142654
34095.703125	-142.180603
34101.562500	-147.914795
34107.421875	-143.776566
34113.281250	-147.501770
34119.140625	-144.591339
34125.000000	-142.579834
34130.859375	-145.046249
34136.718750	-144.645081
34142.578125	-145.785400
34148.437500	-143.138748
34154.296875	-140.563934
34160.156250	-140.776443
34166.015625	-142.970245
34171.875000	-141.823990
34177.734375	-142.311111
34183.593750	-141.402344
34189.453125	-144.244980
34195.312500	-144.638412
34201.171875	-144.786514
34207.031250	-144.789474
34212.890625	-143.916550
34218.750000	-143.963989
34224.609375	-142.979431
34230.468750	-143.522995
34236.328125	-141.404541
34242.187500	-145.924301
34248.046875	-143.986557
34253.906250	-141.829865
34259.765625	-141.310318
34265.625000	-143.489761
34271.484375	-144.112228
34277.343750	-146.898636
34283.203125	-144.597977
34289.062500	-142.553787
34294.921875	-140.879303
34300.781250	-138.474701
34306.640625	-137.444427
34312.500000	-141.151474
34318.359375	-144.915009
34324.218750	-142.604767
34330.078125	-142.267548
34335.937500	-145.143921
34341.796875	-144.160828
34347.656250	-142.576996
34353.515625	-142.027802
34359.375000	-140.086533
34365.234375	-141.431503
34371.093750	-145.248260
34376.953125	-147.717453
34382.812500	-145.554916
34388.671875	-143.382599
34394.531250	-146.277588
34400.390625	-140.220398
34406.250000	-139.543594
34412.109375	-139.625580
34417.968750	-142.384247
34423.828125	-143.064392
34429.687500	-140.689682
34435.546875	-138.867233
34441.406250	-140.656021
34447.265625	-141.373138
34453.125000	-145.879257
34458.984375	-143.676163
34464.843750	-139.731049
34470.703125	-139.246323
34476.562500	-141.124298
34482.421875	-140.094559
34488.281250	-139.133224
34494.140625	-141.678543
34500.000000	-142.566238
34505.859375	-142.468185
34511.718750	-140.916107
34517.578125	-142.790833
34523.437500	-141.708847
34529.296875	-145.164246
34535.156250	-142.185547
34541.015625	-140.790619
34546.875000	-147.044739
34552.734375	-146.248398
34558.593750	-145.243484
34564.453125	-143.894135
34570.312500	-141.880341
34576.171875	-143.442978
34582.031250	-143.670822
34587.890625	-144.689529
34593.750000	-142.387238
34599.609375	-140.396286
34605.468750	-143.538055
34611.328125	-143.449799
34617.187500	-143.572662
34623.046875	-142.530579
34628.906250	-146.189606
34634.765625	-143.850525
34640.625000	-140.199234
34646.484375	-143.587128
34652.343750	-146.200729
34658.203125	-143.429184
34664.062500	-141.746414
34669.921875	-141.426620
34675.781250	-140.867645
34681.640625	-142.606873
34687.500000	-141.218430
34693.359375	-141.642120
34699.218750	-141.297241
34705.078125	-140.511932
34710.937500	-140.141968
34716.796875	-140.463242
34722.656250	-139.565231
34728.515625	-138.482956
34734.375000	-139.258469
34740.234375	-140.018005
34746.093750	-142.289734
34751.953125	-143.390671
34757.812500	-141.378021
34763.671875	-142.807693
34769.531250	-142.708862
34775.390625	-142.197296
34781.250000	-141.775269
34787.109375	-142.168259
34792.968750	-141.131561
34798.828125	-140.044739
34804.687500	-139.698166
34810.546875	-141.736755
34816.406250	-145.529846
34822.265625	-144.797134
34828.125000	-142.638077
34833.984375	-143.333420
34839.843750	-145.722549
34845.703125	-147.839172
34851.562500	-145.207794
34857.421875	-144.084991
34863.281250	-141.580063
34869.140625	-140.805191
34875.000000	-143.796143
34880.859375	-145.450165
34886.718750	-144.501175
34892.578125	-146.182587
34898.437500	-143.257568
34904.296875	-141.213028
34910.156250	-142.984497
34916.015625	-142.453247
34921.875000	-144.924316
34927.734375	-142.271530
34933.593750	-142.782394
34939.453125	-140.861954
34945.312500	-140.612839
34951.171875	-140.470306
34957.031250	-141.641953
34962.890625	-148.293930
34968.750000	-145.278275
34974.609375	-150.039215
34980.468750	-145.165161
34986.328125	-144.590714
34992.187500	-151.450836
34998.046875	-143.530853
35003.906250	-139.593796
35009.765625	-141.982819
35015.625000	-143.148163
35021.484375	-144.472412
35027.343750	-143.026260
35033.203125	-141.334595
35039.062500	-143.959198
35044.921875	-145.124084
35050.781250	-142.994781
35056.640625	-140.866287
35062.500000	-141.089600
35068.359375	-139.638092
35074.218750	-141.747513
35080.078125	-141.798401
35085.937500	-139.908524
35091.796875	-141.463074
35097.656250	-141.681580
35103.515625	-143.690414
35109.375000	-141.229492
35115.234375	-141.897842
35121.093750	-142.954102
35126.953125	-145.102036
35132.812500	-148.345581
35138.671875	-144.175354
35144.531250	-145.426224
35150.390625	-144.812592
35156.250000	-145.062302
35162.109375	-140.718735
35167.968750	-143.439026
35173.828125	-146.562439
35179.687500	-139.164474
35185.546875	-141.716125
35191.406250	-146.609634
35197.265625	-144.172821
35203.125000	-142.810577
35208.984375	-143.335938
35214.843750	-143.317429
35220.703125	-139.338226
35226.562500	-139.711945
35232.421875	-139.949570
35238.281250	-143.095596
35244.140625	-142.468338
35250.000000	-145.392349
35255.859375	-144.488235
35261.718750	-143.488022
35267.578125	-141.365677
35273.437500	-142.912781
35279.296875	-145.597931
35285.156250	-141.931641
35291.015625	-140.377792
35296.875000	-141.259079
35302.734375	-141.132980
35308.593750	-143.908203
35314.453125	-143.242767
35320.312500	-141.031815
35326.171875	-142.734695
35332.031250	-141.394958
35337.890625	-141.925171
35343.750000	-140.250931
35349.609375	-142.137833
35355.468750	-142.676071
35361.328125	-143.010513
35367.187500	-140.362183
35373.046875	-143.437271
35378.906250	-142.686371
35384.765625	-141.510757
35390.625000	-141.316254
35396.484375	-143.611282
35402.343750	-143.136078
35408.203125	-140.064316
35414.062500	-142.112411
35419.921875	-142.434769
35425.781250	-146.265503
35431.640625	-141.798386
35437.500000	-140.306564
35443.359375	-138.834808
35449.218750	-140.167435
35455.078125	-140.857361
35460.937500	-143.463531
35466.796875	-146.150604
35472.656250	-148.212509
35478.515625	-145.278778
35484.375000	-145.329742
35490.234375	-140.067001
35496.093750	-139.428864
35501.953125	-139.211685
35507.812500	-140.725082
35513.671875	-140.859528
35519.531250	-140.803864
35525.390625	-139.238358
35531.250000	-141.613617
35537.109375	-142.713943
35542.968750	-142.674301
35548.828125	-143.363434
35554.687500	-142.873535
35560.546875	-140.739258
35566.406250	-143.397995
35572.265625	-140.587067
35578.125000	-142.305450
35583.984375	-140.489075
35589.843750	-143.061386
35595.703125	-141.192719
35601.562500	-142.308655
35607.421875	-141.590958
35613.281250	-144.720367
35619.140625	-145.527023
35625.000000	-143.167175
35630.859375	-142.019638
35636.718750	-140.601242
35642.578125	-141.440002
35648.437500	-140.562729
35654.296875	-145.020569
35660.156250	-141.708298
35666.015625	-142.162903
35671.875000	-141.906631
35677.734375	-145.299744
35683.593750	-144.823761
35689.453125	-144.029343
35695.312500	-140.207672
35701.171875	-141.819901
35707.031250	-143.334045
35712.890625	-144.734360
35718.750000	-143.120422
35724.609375	-143.740997
35730.468750	-145.929993
35736.328125	-141.315460
35742.187500	-139.947098
35748.046875	-137.165894
35753.906250	-138.086807
35759.765625	-139.468201
35765.625000	-139.791733
35771.484375	-140.321304
35777.343750	-141.136932
35783.203125	-140.901520
35789.062500	-140.283386
35794.921875	-140.182922
35800.781250	-139.104599
35806.640625	-139.929565
35812.500000	-141.600494
35818.359375	-143.270081
35824.218750	-141.955978
35830.078125	-142.337631
35835.937500	-139.643814
35841.796875	-142.013214
35847.656250	-140.603683
35853.515625	-141.459961
35859.375000	-140.696136
35865.234375	-144.177750
35871.093750	-141.847839
35876.953125	-144.946869
35882.812500	-143.395340
35888.671875	-143.431412
35894.531250	-141.226959
35900.390625	-141.607437
35906.250000	-140.886520
35912.109375	-143.462982
35917.968750	-144.232651
35923.828125	-139.821503
35929.687500	-142.148590
35935.546875	-144.822815
35941.406250	-147.814163
35947.265625	-145.539612
35953.125000	-144.500137
35958.984375	-144.035172
35964.843750	-140.082916
35970.703125	-140.950165
35976.562500	-141.924072
35982.421875	-140.544159
35988.281250	-139.659241
35994.140625	-140.532730
36000.000000	-140.999496
36005.859375	-141.135147
36011.718750	-142.229523
36017.578125	-143.015732
36023.437500	-147.760284
36029.296875	-142.233917
36035.156250	-141.112183
36041.015625	-138.194061
36046.875000	-142.108673
36052.734375	-145.042633
36058.593750	-145.099716
36064.453125	-143.884964
36070.312500	-142.092331
36076.171875	-142.110626
36082.031250	-144.579453
36087.890625	-144.456940
36093.750000	-144.503860
36099.609375	-143.021469
36105.468750	-144.761490
36111.328125	-140.765320
36117.187500	-139.522781
36123.046875	-139.107117
36128.906250	-142.638901
36134.765625	-138.967361
36140.625000	-138.886719
36146.484375	-143.167862
36152.343750	-144.322220
36158.203125	-138.675369
36164.062500	-138.530289
36169.921875	-141.146698
36175.781250	-141.326385
36181.640625	-143.420212
36187.500000	-141.579147
36193.359375	-140.176102
36199.218750	-140.353302
36205.078125	-141.902359
36210.937500	-142.216370
36216.796875	-143.192566
36222.656250	-141.988419
36228.515625	-140.119324
36234.375000	-141.365280
36240.234375	-141.563751
36246.093750	-139.609619
36251.953125	-139.060562
36257.812500	-139.254852
36263.671875	-142.467453
36269.531250	-142.311340
36275.390625	-144.792740
36281.250000	-144.089859
36287.109375	-144.776672
36292.968750	-142.521606
36298.828125	-139.358826
36304.687500	-140.380508
36310.546875	-139.728348
36316.406250	-142.369354
36322.265625	-142.715805
36328.125000	-142.430023
36333.984375	-143.380829
36339.843750	-143.832031
36345.703125	-142.976273
36351.562500	-140.256607
36357.421875	-142.288589
36363.281250	-140.969315
36369.140625	-143.045593
36375.000000	-142.858231
36380.859375	-140.604050
36386.718750	-139.809189
36392.578125	-140.198425
36398.437500	-144.747040
36404.296875	-141.031616
36410.156250	-140.059052
36416.015625	-142.300522
36421.875000	-141.149155
36427.734375	-141.093414
36433.593750	-139.065125
36439.453125	-139.604523
36445.312500	-138.520660
36451.171875	-139.088013
36457.031250	-138.653427
36462.890625	-141.421951
36468.750000	-140.900223
36474.609375	-141.371323
36480.468750	-142.172607
36486.328125	-140.477417
36492.187500	-139.823181
36498.046875	-143.275238
36503.906250	-142.295853
36509.765625	-144.929276
36515.625000	-142.941467
36521.484375	-144.533066
36527.343750	-141.495178
36533.203125	-141.306549
36539.062500	-139.071426
36544.921875	-140.746704
36550.781250	-141.083588
36556.640625	-140.799286
36562.500000	-143.910156
36568.359375	-146.717407
36574.218750	-141.592056
36580.078125	-141.790054
36585.937500	-139.395340
36591.796875	-139.570175
36597.656250	-141.334702
36603.515625	-143.352829
36609.375000	-142.473694
36615.234375	-141.180817
36621.093750	-142.350464
36626.953125	-142.012894
36632.812500	-141.869080
36638.671875	-141.839737
36644.531250	-142.456772
36650.390625	-139.872192
36656.250000	-139.328110
36662.109375	-140.117599
36667.968750	-142.001999
36673.828125	-142.589432
36679.687500	-141.062592
36685.546875	-142.075165
36691.406250	-141.771759
36697.265625	-143.259888
36703.125000	-142.366409
36708.984375	-140.845978
36714.843750	-141.089127
36720.703125	-139.727112
36726.562500	-141.529099
36732.421875	-142.941620
36738.281250	-142.540268
36744.140625	-141.356186
36750.000000	-140.814926
36755.859375	-138.871567
36761.718750	-138.046768
36767.578125	-138.223267
36773.437500	-138.610016
36779.296875	-141.660080
36785.156250	-142.899658
36791.015625	-145.074295
36796.875000	-143.308670
36802.734375	-140.579727
36808.593750	-142.500488
36814.453125	-141.533859
36820.312500	-144.705032
36826.171875	-143.483749
36832.031250	-144.232361
36837.890625	-147.144852
36843.750000	-147.841721
36849.609375	-146.290649
36855.468750	-144.107407
36861.328125	-141.198044
36867.187500	-141.456909
36873.046875	-144.122787
36878.906250	-149.426102
36884.765625	-141.891937
36890.625000	-138.806274
36896.484375	-139.240921
36902.343750	-141.130264
36908.203125	-140.958862
36914.062500	-141.377686
36919.921875	-142.080872
36925.781250	-143.877914
36931.640625	-144.950211
36937.500000	-144.382324
36943.359375	-139.611023
36949.218750	-140.395676
36955.078125	-140.231369
36960.937500	-141.452362
36966.796875	-138.978317
36972.656250	-141.930161
36978.515625	-141.679077
36984.375000	-144.212006
36990.234375	-144.705887
36996.093750	-145.942993
37001.953125	-145.172913
37007.812500	-148.605713
37013.671875	-150.402466
37019.531250	-146.439606
37025.390625	-144.924240
37031.250000	-141.420349
37037.109375	-110.539772
37042.968750	-88.090172
37048.828125	-76.863052
37054.687500	-73.156548
37060.546875	-76.138275
37066.406250	-86.467102
37072.265625	-107.349899
37078.125000	-144.258774
37083.984375	-144.073547
37089.843750	-143.048111
37095.703125	-140.912354
37101.562500	-137.952072
37107.421875	-139.911209
37113.281250	-142.209564
37119.140625	-144.269043
37125.000000	-144.631485
37130.859375	-148.194733
37136.718750	-146.029037
37142.578125	-144.382553
37148.437500	-104.011841
37154.296875	-84.769226
37160.156250	-75.419250
37166.015625	-73.246445
37171.875000	-77.780228
37177.734375	-90.067680
37183.593750	-114.635254
37189.453125	-137.986725
37195.312500	-140.044891
37201.171875	-144.686096
37207.031250	-141.023178
37212.890625	-142.256439
37218.750000	-142.334213
37224.609375	-139.906906
37230.468750	-139.758072
37236.328125	-143.177887
37242.187500	-147.526199
37248.046875	-148.411346
37253.906250	-132.361145
37259.765625	-98.454018
37265.625000	-81.937653
37271.484375	-74.337944
37277.343750	-73.675056
37283.203125	-79.808037
37289.062500	-94.239517
37294.921875	-123.530373
37300.781250	-143.324112
37306.640625	-142.064148
37312.500000	-143.452393
37318.359375	-146.014923
37324.218750	-141.644730
37330.078125	-141.779816
37335.937500	-139.513458
37341.796875	-140.187195
37347.656250	-141.054260
37353.515625	-141.279861
37359.375000	-144.326996
37365.234375	-122.425804
37371.093750	-93.728821
37376.953125	-79.556122
37382.812500	-73.612923
37388.671875	-74.452927
37394.531250	-82.254471
37400.390625	-99.084824
37406.250000	-133.701797
37412.109375	-143.847549
37417.968750	-140.963913
37423.828125	-142.714157
37429.687500	-141.750900
37435.546875	-140.853180
37441.406250	-143.827896
37447.265625	-140.111893
37453.125000	-139.419250
37458.984375	-138.925751
37464.843750	-140.019043
37470.703125	-137.971069
37476.562500	-113.518806
37482.421875	-89.613708
37488.281250	-77.575027
37494.140625	-73.228188
37500.000000	-75.581429
37505.859375	-85.150841
37511.718750	-104.748680
37517.578125	-141.865189
37523.437500	-141.585831
37529.296875	-142.702713
37535.156250	-143.965668
37541.015625	-142.498978
37546.875000	-141.182404
37552.734375	-141.123505
37558.593750	-142.450089
37564.453125	-146.614487
37570.312500	-142.874115
37576.171875	-141.695297
37582.031250	-140.100800
37587.890625	-106.610596
37593.750000	-86.102364
37599.609375	-75.992104
37605.468750	-73.189888
37611.328125	-77.077919
37617.187500	-88.531082
37623.046875	-111.380867
37628.906250	-145.053238
37634.765625	-144.879028
37640.625000	-142.748764
37646.484375	-141.354126
37652.343750	-146.698303
37658.203125	-143.441376
37664.062500	-142.573990
37669.921875	-139.510010
37675.781250	-140.814819
37681.640625	-140.483154
37687.500000	-141.414490
37693.359375	-137.570328
37699.218750	-100.670006
37705.078125	-83.084129
37710.937500	-74.773682
37716.796875	-73.490616
37722.656250	-78.957001
37728.515625	-92.478661
37734.375000	-119.457840
37740.234375	-147.930679
37746.093750	-143.513245
37751.953125	-139.869202
37757.812500	-140.191635
37763.671875	-141.092911
37769.531250	-144.020920
37775.390625	-139.210449
37781.250000	-139.750366
37787.109375	-140.143234
37792.968750	-145.002518
37798.828125	-143.758972
37804.687500	-127.467682
37810.546875	-95.659966
37816.406250	-80.529449
37822.265625	-73.913010
37828.125000	-74.132462
37833.984375	-81.235809
37839.843750	-97.025452
37845.703125	-129.673767
37851.562500	-141.856995
37857.421875	-141.109894
37863.281250	-141.269211
37869.140625	-142.455704
37875.000000	-146.844238
37880.859375	-144.699631
37886.718750	-142.254730
37892.578125	-143.970505
37898.437500	-141.515671
37904.296875	-141.289734
37910.156250	-143.853134
37916.015625	-116.739555
37921.875000	-91.279053
37927.734375	-78.396561
37933.593750	-73.400665
37939.453125	-75.128906
37945.312500	-83.959274
37951.171875	-102.416306
37957.031250	-142.158997
37962.890625	-138.184525
37968.750000	-141.175598
37974.609375	-143.603989
37980.468750	-143.715973
37986.328125	-141.960449
37992.187500	-145.534515
37998.046875	-144.219116
38003.906250	-146.242310
38009.765625	-145.247269
38015.625000	-142.608536
38021.484375	-144.152130
38027.343750	-109.316757
38033.203125	-87.545113
38039.062500	-76.665718
38044.921875	-73.232384
38050.781250	-76.483650
38056.640625	-87.139641
38062.500000	-108.562813
38068.359375	-144.556686
38074.218750	-144.455063
38080.078125	-144.611923
38085.937500	-145.647476
38091.796875	-144.521530
38097.656250	-144.544876
38103.515625	-144.702484
38109.375000	-143.674683
38115.234375	-140.893005
38121.093750	-141.730225
38126.953125	-139.743622
38132.812500	-142.279892
38138.671875	-103.084930
38144.531250	-84.345284
38150.390625	-75.310028
38156.250000	-73.403755
38162.109375	-78.214760
38167.968750	-90.858932
38173.828125	-116.154434
38179.687500	-141.726196
38185.546875	-141.574661
38191.406250	-139.772202
38197.265625	-140.944626
38203.125000	-143.162476
38208.984375	-138.884781
38214.843750	-140.480667
38220.703125	-138.897354
38226.562500	-140.677307
38232.421875	-141.996323
38238.281250	-146.339828
38244.140625	-129.625778
38250.000000	-97.683388
38255.859375	-81.613564
38261.718750	-74.316147
38267.578125	-73.918602
38273.437500	-80.342697
38279.296875	-95.156456
38285.156250	-123.949768
38291.015625	-136.581833
38296.875000	-140.838837
38302.734375	-141.633865
38308.593750	-142.936447
38314.453125	-142.234634
38320.312500	-142.977493
38326.171875	-140.907928
38332.031250	-139.191025
38337.890625	-139.197357
38343.750000	-140.346146
38349.609375	-141.970718
38355.468750	-120.557434
38361.328125	-93.089516
38367.187500	-79.327812
38373.046875	-73.671608
38378.906250	-74.778114
38384.765625	-82.878403
38390.625000	-100.151604
38396.484375	-135.720474
38402.343750	-146.498566
38408.203125	-144.914200
38414.062500	-144.547684
38419.921875	-143.593689
38425.781250	-141.741943
38431.640625	-142.199768
38437.500000	-140.434418
38443.359375	-142.279144
38449.218750	-143.705933
38455.078125	-142.929733
38460.937500	-143.414856
38466.796875	-112.425636
38472.656250	-89.134964
38478.515625	-77.446846
38484.375000	-73.375244
38490.234375	-75.997971
38496.093750	-85.891525
38501.953125	-106.051743
38507.812500	-142.834930
38513.671875	-141.236877
38519.531250	-144.190826
38525.390625	-146.661819
38531.250000	-146.303619
38537.109375	-143.626022
38542.968750	-144.154251
38548.828125	-147.239182
38554.687500	-148.060791
38560.546875	-144.152924
38566.406250	-141.792892
38572.265625	-140.676605
38578.125000	-105.667458
38583.984375	-85.731232
38589.843750	-75.950050
38595.703125	-73.417702
38601.562500	-77.582146
38607.421875	-89.384903
38613.281250	-112.889442
38619.140625	-142.855988
38625.000000	-139.859756
38630.859375	-142.289413
38636.718750	-142.209305
38642.578125	-141.280762
38648.437500	-141.760132
38654.296875	-139.945358
38660.156250	-139.045242
38666.015625	-139.883896
38671.875000	-143.835526
38677.734375	-151.755280
38683.593750	-138.183670
38689.453125	-99.981613
38695.312500	-82.829727
38701.171875	-74.822517
38707.031250	-73.805435
38712.890625	-79.556030
38718.750000	-93.459366
38724.609375	-121.073631
38730.468750	-138.863800
38736.328125	-140.044769
38742.187500	-144.403244
38748.046875	-144.722137
38753.906250	-141.543091
