Frequency (Hz)	Level (dB)
2572.265625	-50.524445
2578.125000	-38.244858
2583.984375	-33.712440
2589.843750	-35.886181
2595.703125	-45.237827
2601.562500	-64.484413
2607.421875	-109.555183
2613.281250	-134.279846
2619.140625	-128.792679
2625.000000	-128.133377
2630.859375	-127.325485
2636.718750	-129.273636
2642.578125	-129.769012
2648.437500	-130.778610
2654.296875	-129.872635
2660.156250	-132.701355
2666.015625	-131.060120
2671.875000	-125.266518
2677.734375	-68.195793
2683.593750	-47.321259
2689.453125	-36.995094
2695.312500	-34.013855
2701.171875	-37.720142
2707.031250	-48.945488
2712.890625	-71.413467
2718.750000	-129.551971
2724.609375	-132.521164
2730.468750	-129.275757
2736.328125	-130.512314
2742.187500	-129.270172
2748.046875	-127.897896
2753.906250	-127.420746
2759.765625	-125.833893
2765.625000	-125.893532
2771.484375	-128.479355
2777.343750	-132.840454
2783.203125	-101.902702
2789.062500	-62.533710
2794.921875	-44.615925
2800.781250	-36.101501
2806.640625	-34.640282
2812.500000	-39.918377
2818.359375	-53.179569
2824.218750	-79.661972
2830.078125	-129.833908
2835.937500	-137.179642
2841.796875	-132.473083
2847.656250	-132.066330
2853.515625	-129.755386
2859.375000	-134.950211
2865.234375	-128.952606
2871.093750	-130.385910
2876.953125	-128.888748
2882.812500	-139.561142
2888.671875	-124.407646
2894.531250	-89.227005
2900.390625	-57.738148
2906.250000	-42.361176
2912.109375	-35.551174
2917.968750	-35.595509
2923.828125	-42.502979
2929.687500	-58.022186
2935.546875	-89.829956
2941.406250	-129.144806
2947.265625	-128.829102
2953.125000	-125.739914
2958.984375	-124.122673
2964.843750	-126.247856
2970.703125	-126.483612
2976.562500	-127.317833
2982.421875	-127.113167
2988.281250	-128.650040
2994.140625	-130.957047
3000.000000	-131.207809
3005.859375	-79.871277
3011.718750	-53.656719
3017.578125	-40.520302
3023.437500	-35.336151
3029.296875	-36.886143
3035.156250	-45.503944
3041.015625	-63.580952
3046.875000	-103.594696
3052.734375	-131.615555
3058.593750	-129.258163
3064.453125	-128.744766
3070.312500	-127.928375
3076.171875	-128.329910
3082.031250	-132.066162
3087.890625	-130.091949
3093.750000	-131.761826
3099.609375	-134.443863
3105.468750	-131.723007
3111.328125	-133.060242
3117.187500	-72.434853
3123.046875	-50.177456
3128.906250	-39.066513
3134.765625	-35.451366
3140.625000	-38.522816
3146.484375	-48.959633
3152.343750	-70.023872
3158.203125	-128.067764
3164.062500	-133.424057
3169.921875	-134.270737
3175.781250	-133.365189
3181.640625	-134.142868
3187.500000	-133.268997
3193.359375	-133.401886
3199.218750	-132.936310
3205.078125	-130.700653
3210.937500	-133.248199
3216.796875	-131.038635
3222.656250	-110.916702
3228.515625	-66.299149
3234.375000	-47.225639
3240.234375	-37.979736
3246.093750	-35.895412
3251.953125	-40.520275
3257.812500	-52.920620
3263.671875	-77.619171
3269.531250	-136.126984
3275.390625	-137.610275
3281.250000	-132.515228
3287.109375	-130.286530
3292.968750	-131.716522
3298.828125	-130.859451
3304.687500	-131.370102
3310.546875	-129.489594
3316.406250	-130.173172
3322.265625	-135.085449
3328.125000	-126.929588
3333.984375	-95.452332
3339.843750	-61.126007
3345.703125	-44.745758
3351.562500	-37.244808
3357.421875	-36.670105
3363.281250	-42.898174
3369.140625	-57.456718
3375.000000	-86.844246
3380.859375	-130.251175
3386.718750	-132.023727
3392.578125	-126.586304
3398.437500	-125.770615
3404.296875	-127.316887
3410.156250	-126.324089
3416.015625	-127.230629
3421.875000	-126.879898
3427.734375	-126.785744
3433.593750	-132.509354
3439.453125	-132.115509
3445.312500	-84.879753
3451.171875	-56.727074
3457.031250	-42.696980
3462.890625	-36.851646
3468.750000	-37.780468
3474.609375	-45.682980
3480.468750	-62.662071
3486.328125	-98.894310
3492.187500	-128.740341
3498.046875	-134.767807
3503.906250	-130.708893
3509.765625	-130.150131
3515.625000	-134.361069
3521.484375	-130.577744
3527.343750	-135.711655
3533.203125	-132.719772
3539.062500	-133.018829
3544.921875	-139.499146
3550.781250	-132.927185
3556.640625	-76.742126
3562.500000	-52.971737
3568.359375	-41.048779
3574.218750	-36.793190
3580.078125	-39.235214
3585.937500	-48.907787
3591.796875	-68.678772
3597.656250	-117.201485
3603.515625	-136.299408
3609.375000	-135.255539
3615.234375	-132.456314
3621.093750	-134.152588
3626.953125	-136.006165
3632.812500	-133.978683
3638.671875	-135.041550
3644.531250	-137.220078
3650.390625	-133.373184
3656.250000	-138.594254
3662.109375	-123.457092
3667.968750	-70.090462
3673.828125	-49.775288
3679.687500	-39.777859
3685.546875	-37.066673
3691.406250	-41.046936
3697.265625	-52.618553
3703.125000	-75.724892
3708.984375	-132.257065
3714.843750	-135.099167
3720.703125	-135.375916
3726.562500	-131.725281
3732.421875	-133.326126
3738.281250	-131.722458
3744.140625	-130.404465
3750.000000	-130.635071
3755.859375	-129.419540
3761.718750	-131.490906
3767.578125	-131.343063
3773.437500	-102.180130
3779.296875	-64.515480
3785.156250	-47.073811
3791.015625	-38.866966
3796.875000	-37.672127
3802.734375	-43.232883
3808.593750	-56.874855
3814.453125	-84.175171
3820.312500	-132.630783
3826.171875	-134.029907
3832.031250	-131.720764
3837.890625	-128.405106
3843.750000	-130.659012
3849.609375	-130.370667
3855.468750	-128.327408
3861.328125	-129.599319
3867.187500	-129.203354
3873.046875	-133.447098
3878.906250	-129.306381
3884.765625	-90.175117
3890.625000	-59.785347
3896.484375	-44.821560
3902.343750	-38.303726
3908.203125	-38.613163
3914.062500	-45.816113
3919.921875	-61.760696
3925.781250	-94.776985
3931.640625	-129.140991
3937.500000	-134.672699
3943.359375	-129.752136
3949.218750	-129.753296
3955.078125	-130.172165
3960.937500	-132.197327
3966.796875	-130.870407
3972.656250	-132.120438
3978.515625	-132.070038
3984.375000	-138.060562
3990.234375	-135.945847
3996.093750	-81.185875
4001.953125	-55.748714
4007.812500	-42.983494
4013.671875	-38.079826
4019.531250	-39.896698
4025.390625	-48.826809
4031.250000	-67.395126
4037.109375	-109.540565
4042.968750	-135.109314
4048.828125	-135.103119
4054.687500	-131.244247
4060.546875	-133.620544
4066.406250	-132.975616
4072.265625	-134.946854
4078.125000	-136.580521
4083.984375	-134.409851
4089.843750	-140.116898
4095.703125	-134.441971
4101.562500	-138.155075
4107.421875	-73.956253
4113.281250	-52.304924
4119.140625	-41.533360
4125.000000	-38.190552
4130.859375	-41.533298
4136.718750	-52.304649
4142.578125	-73.955002
4148.437500	-138.577118
4154.296875	-137.353790
4160.156250	-138.152039
4166.015625	-137.572601
4171.875000	-134.948730
4177.734375	-137.866074
4183.593750	-132.321518
4189.453125	-135.176010
4195.312500	-132.054886
4201.171875	-135.805573
4207.031250	-134.065308
4212.890625	-110.220474
4218.750000	-67.949539
4224.609375	-49.381630
4230.468750	-40.451488
4236.328125	-38.634666
4242.187500	-43.538319
4248.046875	-56.303818
4253.906250	-81.741554
4259.765625	-136.762009
4265.625000	-136.068680
4271.484375	-132.380341
4277.343750	-130.841537
4283.203125	-131.196213
4289.062500	-131.468781
4294.921875	-130.599579
4300.781250	-129.703857
4306.640625	-128.890503
4312.500000	-135.326660
4318.359375	-131.175995
4324.218750	-95.870346
4330.078125	-62.871639
4335.937500	-46.926430
4341.796875	-39.723568
4347.656250	-39.414059
4353.515625	-45.931927
4359.375000	-60.895054
4365.234375	-91.297424
4371.093750	-129.932007
4376.953125	-135.591919
4382.812500	-130.728485
4388.671875	-130.893555
4394.531250	-130.609833
4400.390625	-131.441010
4406.250000	-131.012192
4412.109375	-131.120605
4417.968750	-131.252335
4423.828125	-136.766068
4429.687500	-135.946548
4435.546875	-85.834854
4441.406250	-58.542309
4447.265625	-44.900047
4453.125000	-39.339352
4458.984375	-40.534126
4464.843750	-48.741089
4470.703125	-66.182251
4476.562500	-103.901917
4482.421875	-131.261398
4488.281250	-135.076279
4494.140625	-132.645142
4500.000000	-132.210739
4505.859375	-134.352997
4511.718750	-133.789551
4517.578125	-137.377731
4523.437500	-135.717072
4529.296875	-137.752609
4535.156250	-137.391037
4541.015625	-136.388718
4546.875000	-77.953011
4552.734375	-54.844543
4558.593750	-43.273106
4564.453125	-39.292774
4570.312500	-42.003994
4576.171875	-52.001167
4582.031250	-72.315605
4587.890625	-124.093719
4593.750000	-140.290359
4599.609375	-134.452179
4605.468750	-136.952057
4611.328125	-136.997696
4617.187500	-134.993225
4623.046875	-135.631958
4628.906250	-137.078766
4634.765625	-133.892944
4640.625000	-137.486832
4646.484375	-139.474258
4652.343750	-119.930756
4658.203125	-71.466827
4664.062500	-51.695431
4669.921875	-42.022934
4675.781250	-39.580894
4681.640625	-43.836479
4687.500000	-55.759228
4693.359375	-79.528091
4699.218750	-135.443954
4705.078125	-137.553894
4710.937500	-133.554840
4716.796875	-133.673889
4722.656250	-132.631470
4728.515625	-132.050049
4734.375000	-131.942383
4740.234375	-130.581284
4746.093750	-130.344116
4751.953125	-133.375031
4757.812500	-134.910416
4763.671875	-102.107353
4769.531250	-66.016556
4775.390625	-49.035507
4781.250000	-41.133377
4787.109375	-40.204346
4792.968750	-46.049900
4798.828125	-60.078655
4804.687500	-88.257950
4810.546875	-131.943680
4816.406250	-139.637100
4822.265625	-133.307220
4828.125000	-134.172638
4833.984375	-136.548874
4839.843750	-133.370575
4845.703125	-136.775513
4851.562500	-132.352921
4857.421875	-136.895187
4863.281250	-137.328323
4869.140625	-130.601257
4875.000000	-90.800575
4880.859375	-61.377357
4886.718750	-46.820427
4892.578125	-40.592064
4898.437500	-41.166992
4904.296875	-48.667488
4910.156250	-65.049271
4916.015625	-99.243759
4921.875000	-133.828918
4927.734375	-133.807465
4933.593750	-129.666443
4939.453125	-130.460068
4945.312500	-131.874878
4951.171875	-130.537109
4957.031250	-134.796890
4962.890625	-130.502914
4968.750000	-135.101288
4974.609375	-134.733688
4980.468750	-135.015244
4986.328125	-82.124741
4992.187500	-57.417191
4998.046875	-45.016735
5003.906250	-40.391766
5009.765625	-42.476124
5015.625000	-51.721848
5021.484375	-70.796242
5027.343750	-115.360146
5033.203125	-138.004883
5039.062500	-134.127350
5044.921875	-134.669006
5050.781250	-135.720978
5056.640625	-133.944641
5062.500000	-136.794830
5068.359375	-136.593796
5074.218750	-137.382202
5080.078125	-139.406647
5085.937500	-136.923996
5091.796875	-136.162109
5097.656250	-75.105583
5103.515625	-54.036308
5109.375000	-43.599422
5115.234375	-40.527912
5121.093750	-44.143120
5126.953125	-55.253937
5132.812500	-77.511971
5138.671875	-139.289200
5144.531250	-137.538910
5150.390625	-140.333252
5156.250000	-135.996109
5162.109375	-140.747086
5167.968750	-135.950333
5173.828125	-136.356796
5179.687500	-136.260178
5185.546875	-134.312256
5191.406250	-135.501114
5197.265625	-136.251953
5203.125000	-109.465721
5208.984375	-69.243637
5214.843750	-51.167622
5220.703125	-42.549561
5226.562500	-40.999680
5232.421875	-46.183701
5238.281250	-59.320740
5244.140625	-85.527756
5250.000000	-136.628876
5255.859375	-138.991302
5261.718750	-134.628433
5267.578125	-132.916718
5273.437500	-133.348831
5279.296875	-135.594147
5285.156250	-136.454941
5291.015625	-132.345154
5296.875000	-135.839249
5302.734375	-140.984680
5308.593750	-130.544250
5314.453125	-96.177620
5320.312500	-64.279144
5326.171875	-48.761482
5332.031250	-41.853523
5337.890625	-41.809464
5343.750000	-48.619118
5349.609375	-63.998699
5355.468750	-95.435776
5361.328125	-134.863541
5367.187500	-134.061417
5373.046875	-129.970825
5378.906250	-129.879639
5384.765625	-131.798492
5390.625000	-130.381821
5396.484375	-132.484024
5402.343750	-130.284180
5408.203125	-132.039551
5414.062500	-135.171799
5419.921875	-139.821747
5425.781250	-86.500244
5431.640625	-60.042225
5437.500000	-46.779778
5443.359375	-41.502033
5449.218750	-42.963009
5455.078125	-51.478092
5460.937500	-69.393951
5466.796875	-109.219086
5472.656250	-133.956253
5478.515625	-137.198715
5484.375000	-135.300278
5490.234375	-138.803894
5496.093750	-138.451447
5501.953125	-137.448746
5507.812500	-139.211517
5513.671875	-141.215485
5519.531250	-135.856842
5525.390625	-136.149170
5531.250000	-133.825790
5537.109375	-78.887749
5542.968750	-56.420128
5548.828125	-45.194965
5554.687500	-41.488735
5560.546875	-44.469955
5566.406250	-54.796021
5572.265625	-75.670586
5578.125000	-133.754333
5583.984375	-137.209305
5589.843750	-135.761276
5595.703125	-138.465195
5601.562500	-136.714478
5607.421875	-139.918091
5613.281250	-134.674545
5619.140625	-134.795563
5625.000000	-136.469589
5630.859375	-135.222351
5636.718750	-134.199997
5642.578125	-118.095436
5648.437500	-72.579163
5654.296875	-53.337330
5660.156250	-43.985455
5666.015625	-41.811935
5671.875000	-46.344124
5677.734375	-58.624535
5683.593750	-83.083817
5689.453125	-135.451614
5695.312500	-137.652725
5701.171875	-132.547577
5707.031250	-132.458450
5712.890625	-131.181107
5718.750000	-134.649994
5724.609375	-130.274170
5730.468750	-132.714127
5736.328125	-132.444672
5742.187500	-132.813644
5748.046875	-131.388458
5753.906250	-101.947983
5759.765625	-67.266068
5765.625000	-50.736141
5771.484375	-43.135693
5777.343750	-42.472301
5783.203125	-48.604576
5789.062500	-63.028015
5794.921875	-92.121544
5800.781250	-132.160583
5806.640625	-136.760620
5812.500000	-131.663635
5818.359375	-134.171265
5824.218750	-131.973282
5830.078125	-131.688538
5835.937500	-132.054489
5841.796875	-131.250259
5847.656250	-129.495636
5853.515625	-138.047485
5859.375000	-135.320877
5865.234375	-91.173576
5871.093750	-62.734642
5876.953125	-48.574615
5882.812500	-42.634064
5888.671875	-43.474316
5894.531250	-51.275898
5900.390625	-68.104027
5906.250000	-103.942223
5912.109375	-135.004974
5917.968750	-137.654694
5923.828125	-131.484665
5929.687500	-136.143463
5935.546875	-129.991501
5941.406250	-133.888550
5947.265625	-132.857086
5953.125000	-138.655045
5958.984375	-135.217728
5964.843750	-137.776733
5970.703125	-135.657074
5976.562500	-82.858017
5982.421875	-58.861992
5988.281250	-46.821259
5994.140625	-42.473541
6000.000000	-44.826122
6005.859375	-54.391178
6011.718750	-73.985466
6017.578125	-120.422440
6023.437500	-134.729568
6029.296875	-132.993347
6035.156250	-138.015717
6041.015625	-131.397797
6046.875000	-136.619400
6052.734375	-136.715805
6058.593750	-134.663589
6064.453125	-135.749268
6070.312500	-135.885071
6076.171875	-138.464600
6082.031250	-127.848312
6087.890625	-76.054321
6093.750000	-55.557899
6099.609375	-45.451599
6105.468750	-42.650539
6111.328125	-46.539490
6117.187500	-57.995399
6123.046875	-80.883118
6128.906250	-137.250732
6134.765625	-132.539597
6140.625000	-135.040085
6146.484375	-131.030701
6152.343750	-133.392670
6158.203125	-131.661728
6164.062500	-136.661636
6169.921875	-130.664078
6175.781250	-134.413483
6181.640625	-132.306747
6187.500000	-133.858627
6193.359375	-108.546135
6199.218750	-70.356972
6205.078125	-52.757069
6210.937500	-44.448021
6216.796875	-43.164333
6222.656250	-48.630581
6228.515625	-62.144051
6234.375000	-89.163307
6240.234375	-132.409042
6246.093750	-133.086456
6251.953125	-133.050827
6257.812500	-129.707825
6263.671875	-137.159500
6269.531250	-133.853821
6275.390625	-142.990997
6281.250000	-131.491226
6287.109375	-133.241531
6292.968750	-132.902908
6298.828125	-131.219604
6304.687500	-96.225929
6310.546875	-65.510826
6316.406250	-50.412010
6322.265625	-43.797112
6328.125000	-44.018246
6333.984375	-51.122303
6339.843750	-66.923302
6345.703125	-99.400955
6351.562500	-129.119949
6357.421875	-131.812378
6363.281250	-130.018585
6369.140625	-134.937454
6375.000000	-130.809998
6380.859375	-135.101532
6386.718750	-134.147873
6392.578125	-133.834183
6398.437500	-132.326614
6404.296875	-130.997375
6410.156250	-135.652969
6416.015625	-87.071472
6421.875000	-61.375710
6427.734375	-48.487560
6433.593750	-43.490643
6439.453125	-45.218521
6445.312500	-54.044197
6451.171875	-72.448662
6457.031250	-114.154922
6462.890625	-139.036697
6468.750000	-139.388779
6474.609375	-132.390503
6480.468750	-136.197174
6486.328125	-133.044022
6492.187500	-135.139160
6498.046875	-132.799927
6503.906250	-137.355362
6509.765625	-136.219025
6515.625000	-132.361252
6521.484375	-130.674744
6527.343750	-79.701813
6533.203125	-57.841179
6539.062500	-46.956512
6544.921875	-43.522964
6550.781250	-46.775150
6556.640625	-57.434566
6562.500000	-78.889038
6568.359375	-133.043610
6574.218750	-131.438507
6580.078125	-131.497467
6585.937500	-130.832428
6591.796875	-133.839905
6597.656250	-135.266373
6603.515625	-129.380295
6609.375000	-133.329254
6615.234375	-128.427200
6621.093750	-132.987183
6626.953125	-133.845123
6632.812500	-116.015854
6638.671875	-73.565918
6644.531250	-54.833347
6650.390625	-45.798531
6656.250000	-43.892624
6662.109375	-48.703175
6667.968750	-61.345833
6673.828125	-86.518974
6679.687500	-132.070511
6685.546875	-130.340607
6691.406250	-135.673859
6697.265625	-132.301270
6703.125000	-132.968842
6708.984375	-129.419281
6714.843750	-134.460159
6720.703125	-135.343002
6726.562500	-129.481201
6732.421875	-135.631042
6738.281250	-135.486053
6744.140625	-101.991646
6750.000000	-68.391899
6755.859375	-52.300774
6761.718750	-44.998718
6767.578125	-44.600719
6773.437500	-51.021435
6779.296875	-65.846977
6785.156250	-95.858849
6791.015625	-130.127945
6796.875000	-131.377213
6802.734375	-135.224564
6808.593750	-131.011353
6814.453125	-129.248047
6820.312500	-134.084778
6826.171875	-130.037613
6832.031250	-130.837387
6837.890625	-127.594131
6843.750000	-133.018677
6849.609375	-134.270737
6855.468750	-91.581665
6861.328125	-63.971569
6867.187500	-50.202019
6873.046875	-44.546860
6878.906250	-45.653111
6884.765625	-53.758263
6890.625000	-71.046349
6896.484375	-108.303215
