Frequency (Hz)	Level (dB)
33123.046875	-137.459793
33128.906250	-135.244156
33134.765625	-133.627365
33140.625000	-135.589096
33146.484375	-135.491318
33152.343750	-117.893501
33158.203125	-105.659546
33164.062500	-101.206871
33169.921875	-103.462708
33175.781250	-112.848618
33181.640625	-130.849762
33187.500000	-136.412872
33193.359375	-118.997604
33199.218750	-108.344185
33205.078125	-105.097176
33210.937500	-108.544632
33216.796875	-118.454567
33222.656250	-124.212517
33228.515625	-131.166168
33234.375000	-136.509384
33240.234375	-138.717041
33246.093750	-139.933960
33251.953125	-136.183899
33257.812500	-130.660446
33263.671875	-114.048866
33269.531250	-103.951538
33275.390625	-101.102730
33281.250000	-104.920845
33287.109375	-116.271011
33292.968750	-136.683044
33298.828125	-132.999664
33304.687500	-115.671951
33310.546875	-106.868614
33316.406250	-105.125626
33322.265625	-110.036026
33328.125000	-120.168808
33333.984375	-125.218002
33339.843750	-134.954224
33345.703125	-138.358002
33351.562500	-136.898209
33357.421875	-137.365875
33363.281250	-138.841827
33369.140625	-129.141205
33375.000000	-111.387611
33380.859375	-102.851013
33386.718750	-101.475388
33392.578125	-106.899002
33398.437500	-120.504211
33404.296875	-139.691284
33410.156250	-128.637268
33416.015625	-112.850853
33421.875000	-105.757187
33427.734375	-105.530037
33433.593750	-112.056953
33439.453125	-122.368309
33445.312500	-127.380310
33451.171875	-136.883850
33457.031250	-137.335785
33462.890625	-139.423813
33468.750000	-137.463974
33474.609375	-134.561310
33480.468750	-124.398727
33486.328125	-108.846359
33492.187500	-102.035652
33498.046875	-102.155701
33503.906250	-109.148506
33509.765625	-124.709129
33515.625000	-140.370087
33521.484375	-123.559502
33527.343750	-110.398773
33533.203125	-105.019478
33539.062500	-106.341293
33544.921875	-114.492920
33550.781250	-122.749352
33556.640625	-127.684898
33562.500000	-135.464905
33568.359375	-134.979080
33574.218750	-136.859909
33580.078125	-138.884705
33585.937500	-134.691162
33591.796875	-119.453308
33597.656250	-106.563507
33603.515625	-101.490509
33609.375000	-103.146042
33615.234375	-111.905724
33621.093750	-130.535553
33626.953125	-141.080551
33632.812500	-119.880852
33638.671875	-108.433998
33644.531250	-104.536743
33650.390625	-107.311180
33656.250000	-116.656853
33662.109375	-123.446793
33667.968750	-129.243042
33673.828125	-135.599152
33679.687500	-135.818222
33685.546875	-133.905136
33691.406250	-134.735809
33697.265625	-133.894150
33703.125000	-116.038376
33708.984375	-104.879173
33714.843750	-101.337097
33720.703125	-104.494675
33726.562500	-115.030037
33732.421875	-133.885315
33738.281250	-134.416641
33744.140625	-116.341843
33750.000000	-106.748398
33755.859375	-104.385757
33761.718750	-108.677544
33767.578125	-118.966705
33773.437500	-124.236412
33779.296875	-131.095490
33785.156250	-139.551361
33791.015625	-135.596725
33796.875000	-134.214157
33802.734375	-135.555237
33808.593750	-130.761398
33814.453125	-112.822144
33820.312500	-103.559204
33826.171875	-101.553879
33832.031250	-106.342743
33837.890625	-119.292824
33843.750000	-142.048233
33849.609375	-129.702927
33855.468750	-113.327698
33861.328125	-105.574806
33867.187500	-104.764305
33873.046875	-110.709595
33878.906250	-121.734421
33884.765625	-125.749374
33890.625000	-133.031097
33896.484375	-135.993713
33902.343750	-135.960464
33908.203125	-136.148270
33914.062500	-135.006989
33919.921875	-126.751625
33925.781250	-110.200897
33931.640625	-102.668900
33937.500000	-102.153214
33943.359375	-108.482605
33949.218750	-123.109863
33955.078125	-137.863342
33960.937500	-125.447197
33966.796875	-110.803894
33972.656250	-104.607002
33978.515625	-105.277847
33984.375000	-112.760086
33990.234375	-122.595062
33996.093750	-127.617386
34001.953125	-137.774353
34007.812500	-137.030365
34013.671875	-139.096283
34019.531250	-142.044403
34025.390625	-136.903687
34031.250000	-122.244347
34037.109375	-107.827950
34042.968750	-101.957405
34048.828125	-102.913948
34054.687500	-110.770042
34060.546875	-126.600136
34066.406250	-136.843384
34072.265625	-120.000610
34078.125000	-108.387405
34083.984375	-103.969604
34089.843750	-106.210419
34095.703125	-115.341171
34101.562500	-123.612648
34107.421875	-128.902130
34113.281250	-135.753738
34119.140625	-134.305115
34125.000000	-134.425552
34130.859375	-139.188995
34136.718750	-135.521820
34142.578125	-117.782753
34148.437500	-105.967735
34154.296875	-101.796631
34160.156250	-104.302818
34166.015625	-113.951599
34171.875000	-132.257355
34177.734375	-135.560364
34183.593750	-117.002937
34189.453125	-106.711884
34195.312500	-103.718765
34201.171875	-107.369232
34207.031250	-117.383827
34212.890625	-123.704498
34218.750000	-130.224365
34224.609375	-134.736481
34230.468750	-135.181595
34236.328125	-134.732468
34242.187500	-136.090607
34248.046875	-132.491989
34253.906250	-114.619308
34259.765625	-104.507111
34265.625000	-101.828636
34271.484375	-105.872238
34277.343750	-117.411644
34283.203125	-135.925171
34289.062500	-131.677261
34294.921875	-113.896538
34300.781250	-105.311020
34306.640625	-103.832718
34312.500000	-109.081429
34318.359375	-120.233047
34324.218750	-125.733612
34330.078125	-133.578049
34335.937500	-135.922363
34341.796875	-135.678787
34347.656250	-136.619446
34353.515625	-136.446121
34359.375000	-127.648865
34365.234375	-111.390816
34371.093750	-103.298035
34376.953125	-102.211578
34382.812500	-107.869576
34388.671875	-121.569366
34394.531250	-142.474014
34400.390625	-125.711960
34406.250000	-110.885330
34412.109375	-104.198448
34417.968750	-104.256279
34423.828125	-111.087158
34429.687500	-121.821754
34435.546875	-125.967346
34441.406250	-132.074921
34447.265625	-134.045410
34453.125000	-133.482498
34458.984375	-134.788193
34464.843750	-135.288773
34470.703125	-124.170067
34476.562500	-109.089485
34482.421875	-102.589760
34488.281250	-102.990417
34494.140625	-110.304718
34500.000000	-126.642639
34505.859375	-143.819778
34511.718750	-122.047615
34517.578125	-108.629921
34523.437500	-103.400002
34529.296875	-104.958679
34535.156250	-113.511116
34541.015625	-123.491699
34546.875000	-128.656662
34552.734375	-136.173386
34558.593750	-135.125763
34564.453125	-134.759933
34570.312500	-136.311035
34576.171875	-134.995331
34582.031250	-120.011101
34587.890625	-107.043213
34593.750000	-102.172630
34599.609375	-104.069061
34605.468750	-113.075798
34611.328125	-130.740967
34617.187500	-137.856888
34623.046875	-117.643845
34628.906250	-106.576004
34634.765625	-102.979797
34640.625000	-106.087791
34646.484375	-116.206047
34652.343750	-124.310997
34658.203125	-130.675659
34664.062500	-139.109070
34669.921875	-137.998337
34675.781250	-136.955597
34681.640625	-137.718872
34687.500000	-133.802124
34693.359375	-116.104149
34699.218750	-105.421227
34705.078125	-102.173103
34710.937500	-105.632431
34716.796875	-116.510986
34722.656250	-135.287125
34728.515625	-132.712509
34734.375000	-114.175247
34740.234375	-104.943100
34746.093750	-102.848846
34751.953125	-107.442810
34757.812500	-118.556442
34763.671875	-125.050430
34769.531250	-132.953018
34775.390625	-137.971893
34781.250000	-138.602081
34787.109375	-140.390015
34792.968750	-137.278809
34798.828125	-130.305740
34804.687500	-113.138145
34810.546875	-104.209984
34816.406250	-102.460365
34822.265625	-107.455536
34828.125000	-120.279091
34833.984375	-140.165497
34839.843750	-128.638992
34845.703125	-111.318527
34851.562500	-103.666893
34857.421875	-103.065819
34863.281250	-109.269928
34869.140625	-121.220917
34875.000000	-127.069748
34880.859375	-136.502640
34886.718750	-137.077179
34892.578125	-135.292145
34898.437500	-135.490723
34904.296875	-136.792435
34910.156250	-127.145966
34916.015625	-110.483841
34921.875000	-103.283646
34927.734375	-103.063004
34933.593750	-109.783852
34939.453125	-125.347717
34945.312500	-141.250565
34951.171875	-122.891701
34957.031250	-108.575279
34962.890625	-102.705811
34968.750000	-103.650963
34974.609375	-111.473862
34980.468750	-122.613892
34986.328125	-127.277672
34992.187500	-135.000107
34998.046875	-137.587296
35003.906250	-135.481125
35009.765625	-135.627457
35015.625000	-135.548569
35021.484375	-121.765862
35027.343750	-108.197716
35033.203125	-102.712524
35039.062500	-103.980042
35044.921875	-112.309135
35050.781250	-130.045258
35056.640625	-139.240036
35062.500000	-118.143364
35068.359375	-106.339691
35074.218750	-102.120491
35080.078125	-104.593102
35085.937500	-114.099113
35091.796875	-123.775856
35097.656250	-128.751617
35103.515625	-135.405060
35109.375000	-136.166397
35115.234375	-137.734177
35121.093750	-139.736084
35126.953125	-135.987305
35132.812500	-118.347878
35138.671875	-106.448929
35144.531250	-102.485535
35150.390625	-105.272217
35156.250000	-115.333237
35162.109375	-133.620010
35167.968750	-132.672791
35173.828125	-114.415718
35179.687500	-104.526146
35185.546875	-101.826614
35191.406250	-105.766647
35197.265625	-116.564171
35203.125000	-125.350952
35208.984375	-131.843094
35214.843750	-137.789841
35220.703125	-136.715683
35226.562500	-135.702225
35232.421875	-135.595978
35238.281250	-132.127762
35244.140625	-114.750069
35250.000000	-105.058525
35255.859375	-102.691658
35261.718750	-107.033920
35267.578125	-119.008888
35273.437500	-138.519501
35279.296875	-128.838638
35285.156250	-111.254417
35291.015625	-103.035309
35296.875000	-101.833954
35302.734375	-107.357658
35308.593750	-119.514175
35314.453125	-126.479820
35320.312500	-134.620102
35326.171875	-136.784119
35332.031250	-134.172836
35337.890625	-133.397186
35343.750000	-134.052628
35349.609375	-128.293640
35355.468750	-111.808090
35361.328125	-103.942741
35367.187500	-103.100800
35373.046875	-109.046341
35378.906250	-123.251244
35384.765625	-143.019501
35390.625000	-123.648438
35396.484375	-108.512772
35402.343750	-101.959084
35408.203125	-102.240669
35414.062500	-109.276733
35419.921875	-121.242630
35425.781250	-127.356712
35431.640625	-136.849365
35437.500000	-136.563385
35443.359375	-135.231476
35449.218750	-136.248169
35455.078125	-135.677475
35460.937500	-124.114594
35466.796875	-109.493629
35472.656250	-103.322639
35478.515625	-103.977982
35484.375000	-111.532036
35490.234375	-127.863373
35496.093750	-137.466888
35501.953125	-118.664078
35507.812500	-106.000633
35513.671875	-101.110649
35519.531250	-102.918549
35525.390625	-111.750931
35531.250000	-123.905807
35537.109375	-130.065308
35542.968750	-135.903976
35548.828125	-134.285217
35554.687500	-134.454315
35560.546875	-136.506866
35566.406250	-136.543060
35572.265625	-119.845985
35578.125000	-107.573807
35583.984375	-103.050255
35589.843750	-105.239059
35595.703125	-114.563667
35601.562500	-132.759232
35607.421875	-134.942795
35613.281250	-114.741402
35619.140625	-103.991631
35625.000000	-100.649834
35630.859375	-103.992653
35636.718750	-114.489296
35642.578125	-124.318176
35648.437500	-130.204590
35654.296875	-138.688721
35660.156250	-138.939041
35666.015625	-135.614258
35671.875000	-134.553635
35677.734375	-133.664795
35683.593750	-116.482544
35689.453125	-106.042267
35695.312500	-103.076408
35701.171875	-106.839249
35707.031250	-118.331718
35712.890625	-139.122086
35718.750000	-129.557632
35724.609375	-111.216469
35730.468750	-102.258476
35736.328125	-100.436562
35742.187500	-105.348038
35748.046875	-117.422462
35753.906250	-125.840378
35759.765625	-133.407379
35765.625000	-138.000549
35771.484375	-134.504578
35777.343750	-133.921432
35783.203125	-135.754852
35789.062500	-130.645676
35794.921875	-113.448914
35800.781250	-104.895760
35806.640625	-103.414192
35812.500000	-108.621384
35818.359375	-121.404121
35824.218750	-139.666412
35830.078125	-124.178627
35835.937500	-108.220703
35841.796875	-101.007812
35847.656250	-100.706169
35853.515625	-107.215462
35859.375000	-120.284348
35865.234375	-127.333221
35871.093750	-135.070236
35876.953125	-135.924179
35882.812500	-135.723541
35888.671875	-136.868896
35894.531250	-136.720795
35900.390625	-126.042648
35906.250000	-110.843498
35912.109375	-104.055267
35917.968750	-104.124344
35923.828125	-111.138596
35929.687500	-126.985947
35935.546875	-143.471191
35941.406250	-119.437660
35947.265625	-105.509071
35953.125000	-99.915031
35958.984375	-101.114479
35964.843750	-109.300491
35970.703125	-122.649155
35976.562500	-128.113251
35982.421875	-135.074951
35988.281250	-135.382263
35994.140625	-133.197037
36000.000000	-133.192078
36005.859375	-134.404922
36011.718750	-122.468330
36017.578125	-108.829819
36023.437500	-103.573532
36029.296875	-105.077942
36035.156250	-113.532669
36041.015625	-129.953751
36046.875000	-135.565292
36052.734375	-114.897293
36058.593750	-103.228432
36064.453125	-99.214378
36070.312500	-101.936050
36076.171875	-111.880127
36082.031250	-124.737457
36087.890625	-131.207230
36093.750000	-138.040207
36099.609375	-135.639648
36105.468750	-134.097427
36111.328125	-134.571335
36117.187500	-134.008438
36123.046875	-118.401855
36128.906250	-107.103271
36134.765625	-103.456802
36140.625000	-106.520035
36146.484375	-116.936073
36152.343750	-135.844696
36158.203125	-131.227509
36164.062500	-110.843483
36169.921875	-101.151817
36175.781250	-98.716797
36181.640625	-102.993240
36187.500000	-114.751839
36193.359375	-125.889717
36199.218750	-131.924866
36205.078125	-135.549438
36210.937500	-134.293030
36216.796875	-133.290329
36222.656250	-134.032852
36228.515625	-131.634689
36234.375000	-115.105766
36240.234375	-105.781883
36246.093750	-103.694077
36251.953125	-108.323845
36257.812500	-120.562691
36263.671875	-136.880859
36269.531250	-124.280289
36275.390625	-107.465538
36281.250000	-99.554497
36287.109375	-98.640732
36292.968750	-104.529266
36298.828125	-117.752632
36304.687500	-125.801910
36310.546875	-132.761948
36316.406250	-136.470459
36322.265625	-135.749115
36328.125000	-134.821121
36333.984375	-132.624634
36339.843750	-127.101204
36345.703125	-112.380676
36351.562500	-104.813339
36357.421875	-104.236000
36363.281250	-110.484413
36369.140625	-125.154724
36375.000000	-144.036377
36380.859375	-119.643669
36386.718750	-104.554527
36392.578125	-98.237213
36398.437500	-98.794640
36404.296875	-106.292824
36410.156250	-120.287666
36416.015625	-127.478043
36421.875000	-135.903763
36427.734375	-133.758759
36433.593750	-131.702118
36439.453125	-133.192551
36445.312500	-133.022964
36451.171875	-123.799095
36457.031250	-110.065125
36462.890625	-104.196205
36468.750000	-105.151009
36474.609375	-113.134460
36480.468750	-130.112518
36486.328125	-138.181992
36492.187500	-114.227760
36498.046875	-101.739502
36503.906250	-97.103943
36509.765625	-99.187744
36515.625000	-108.406082
36521.484375	-122.918243
36527.343750	-129.856613
36533.203125	-138.144531
36539.062500	-137.948929
36544.921875	-138.083633
36550.781250	-136.987411
36556.640625	-133.036163
36562.500000	-120.452080
36568.359375	-108.339905
36574.218750	-104.040199
36580.078125	-106.470459
36585.937500	-116.056732
36591.796875	-134.003708
36597.656250	-130.891800
36603.515625	-109.724579
36609.375000	-99.302361
36615.234375	-96.232521
36621.093750	-99.847038
36626.953125	-110.818970
36632.812500	-124.617477
36638.671875	-131.747223
36644.531250	-140.859680
36650.390625	-138.717468
36656.250000	-136.347336
36662.109375	-133.868073
36667.968750	-130.239731
36673.828125	-116.862579
36679.687500	-106.740005
36685.546875	-104.011848
36691.406250	-108.000420
36697.265625	-119.557411
36703.125000	-137.961731
36708.984375	-123.815659
36714.843750	-105.653503
36720.703125	-97.031898
36726.562500	-95.485313
36732.421875	-100.698090
36738.281250	-113.723709
36744.140625	-127.644234
36750.000000	-137.204849
36755.859375	-139.227737
36761.718750	-136.291367
36767.578125	-134.825546
36773.437500	-132.268982
36779.296875	-127.538605
36785.156250	-113.751801
36791.015625	-105.590469
36796.875000	-104.383804
36802.734375	-109.861023
36808.593750	-123.034866
36814.453125	-140.387070
36820.312500	-117.230423
36826.171875	-101.706635
36832.031250	-94.800499
36837.890625	-94.762024
36843.750000	-101.612648
36849.609375	-116.763351
36855.468750	-128.376846
36861.328125	-137.374374
36867.187500	-138.316910
36873.046875	-136.371384
36878.906250	-133.906708
36884.765625	-128.957123
36890.625000	-124.560585
36896.484375	-111.554680
36902.343750	-104.981285
36908.203125	-105.297653
36914.062500	-112.563766
36919.921875	-128.035172
36925.781250	-133.834808
36931.640625	-109.669411
36937.500000	-96.493530
36943.359375	-91.229477
36949.218750	-92.700165
36955.078125	-101.247520
36960.937500	-118.612282
36966.796875	-129.267380
36972.656250	-137.244308
36978.515625	-137.718643
36984.375000	-134.925079
36990.234375	-125.662804
36996.093750	-118.044968
37001.953125	-116.187286
37007.812500	-109.378258
37013.671875	-104.540421
37019.531250	-106.337570
37025.390625	-115.203667
37031.250000	-131.421509
37037.109375	-129.496002
37042.968750	-105.637207
37048.828125	-94.353798
37054.687500	-90.643272
37060.546875	-93.646118
37066.406250	-104.108765
37072.265625	-123.433853
37078.125000	-131.599716
37083.984375	-140.903412
37089.843750	-137.802979
37095.703125	-134.064011
37101.562500	-132.247589
37107.421875	-129.058899
37113.281250	-118.500351
37119.140625	-107.888184
37125.000000	-104.525742
37130.859375	-107.875626
37136.718750	-118.729332
37142.578125	-139.800934
37148.437500	-124.153374
37154.296875	-104.984283
37160.156250	-95.628731
37166.015625	-93.459518
37171.875000	-98.029678
37177.734375	-110.528633
37183.593750	-127.094063
37189.453125	-134.733383
37195.312500	-139.261932
37201.171875	-136.242126
37207.031250	-135.256348
37212.890625	-132.986649
37218.750000	-128.750031
37224.609375	-115.464905
37230.468750	-106.547752
37236.328125	-104.702477
37242.187500	-109.544662
37248.046875	-121.807587
37253.906250	-137.081467
37259.765625	-119.567894
37265.625000	-103.273064
37271.484375	-95.710503
37277.343750	-95.058723
37283.203125	-101.239777
37289.062500	-115.695694
37294.921875	-127.182785
37300.781250	-134.169769
37306.640625	-135.301865
37312.500000	-134.137619
37318.359375	-135.870056
37324.218750	-134.476273
37330.078125	-127.116814
37335.937500	-112.875328
37341.796875	-105.677994
37347.656250	-105.368340
37353.515625	-111.850067
37359.375000	-126.293396
37365.234375	-138.905869
37371.093750	-116.049301
37376.953125	-101.772179
37382.812500	-95.816628
37388.671875	-96.675453
37394.531250	-104.617386
37400.390625	-120.944008
37406.250000	-128.595535
37412.109375	-138.985352
37417.968750	-138.765121
37423.828125	-134.365570
37429.687500	-134.285690
37435.546875	-134.454483
37441.406250	-124.072128
37447.265625	-110.817406
37453.125000	-105.231041
37458.984375	-106.443672
37464.843750	-114.696892
37470.703125	-132.004395
37476.562500	-135.241516
37482.421875	-112.400681
37488.281250	-100.416702
37494.140625	-96.083817
37500.000000	-98.454811
37505.859375	-108.153229
37511.718750	-124.518166
37517.578125	-130.038162
37523.437500	-136.141678
37529.296875	-136.114594
37535.156250	-135.306946
37541.015625	-136.552872
37546.875000	-135.383865
37552.734375	-120.315704
37558.593750	-108.948570
37564.453125	-105.003258
37570.312500	-107.757629
37576.171875	-117.865967
37582.031250	-137.670197
37587.890625	-130.168671
37593.750000	-109.581802
37599.609375	-99.450523
37605.468750	-96.647957
37611.328125	-100.571083
37617.187500	-112.195930
37623.046875	-126.325386
37628.906250	-131.913895
37634.765625	-137.662750
37640.625000	-136.944168
37646.484375	-136.003357
37652.343750	-137.216248
37658.203125	-135.786407
37664.062500	-117.478676
37669.921875	-107.607285
37675.781250	-105.143921
37681.640625	-109.426010
37687.500000	-121.548683
37693.359375	-142.395157
37699.218750	-124.498528
37705.078125	-107.046669
37710.937500	-98.744141
37716.796875	-97.474129
37722.656250	-103.027603
37728.515625	-116.704468
37734.375000	-127.400330
37740.234375	-135.839294
37746.093750	-137.431534
37751.953125	-135.061493
37757.812500	-135.038437
37763.671875	-137.580566
37769.531250	-130.013382
37775.390625	-114.383255
37781.250000	-106.548523
37787.109375	-105.634880
37792.968750	-111.532379
37798.828125	-125.834076
37804.687500	-144.448456
37810.546875	-119.712234
37816.406250	-104.842964
37822.265625	-98.273422
37828.125000	-98.527313
37833.984375	-105.759430
37839.843750	-121.462997
37845.703125	-129.479706
37851.562500	-137.143188
37857.421875	-137.182739
37863.281250	-135.890121
37869.140625	-136.277252
37875.000000	-139.389954
37880.859375	-126.575691
37886.718750	-112.035057
37892.578125	-105.788383
37898.437500	-106.342628
37904.296875	-113.794533
37910.156250	-129.303635
37916.015625	-141.617188
37921.875000	-116.221169
37927.734375	-103.178879
37933.593750	-98.165138
37939.453125	-99.908249
37945.312500	-108.845665
37951.171875	-124.027855
37957.031250	-129.933655
37962.890625	-141.232651
37968.750000	-138.688904
37974.609375	-135.925659
37980.468750	-137.702835
37986.328125	-137.389725
37992.187500	-122.034882
37998.046875	-110.052200
38003.906250	-105.507652
38009.765625	-107.666908
38015.625000	-117.269463
38021.484375	-138.249634
38027.343750	-133.279846
38033.203125	-112.816879
38039.062500	-101.845795
38044.921875	-98.401962
38050.781250	-101.715553
38056.640625	-112.704735
38062.500000	-126.603966
38068.359375	-132.028931
38074.218750	-141.542450
38080.078125	-140.936081
38085.937500	-138.635376
38091.796875	-141.501328
38097.656250	-140.684738
38103.515625	-119.163445
38109.375000	-108.647186
38115.234375	-105.562576
38121.093750	-109.167877
38126.953125	-120.285820
38132.812500	-138.580475
38138.671875	-129.135223
38144.531250	-109.932243
38150.390625	-100.814522
38156.250000	-98.902870
38162.109375	-103.770844
38167.968750	-116.464096
38173.828125	-126.811317
38179.687500	-133.717026
38185.546875	-138.203949
38191.406250	-135.666809
38197.265625	-136.406845
38203.125000	-141.124771
38208.984375	-133.118698
38214.843750	-115.913261
38220.703125	-107.414551
38226.562500	-105.884941
38232.421875	-111.036163
38238.281250	-123.790741
38244.140625	-138.674530
38250.000000	-123.601181
38255.859375	-107.351059
38261.718750	-100.052444
38267.578125	-99.672951
38273.437500	-106.191383
38279.296875	-120.595200
38285.156250	-128.765198
38291.015625	-135.629059
38296.875000	-138.360046
38302.734375	-135.086151
38308.593750	-135.025879
38314.453125	-140.734619
38320.312500	-128.893951
38326.171875	-113.567383
38332.031250	-106.661987
38337.890625	-106.603210
38343.750000	-113.392113
38349.609375	-128.469849
38355.468750	-138.374466
38361.328125	-119.094948
38367.187500	-105.346275
38373.046875	-99.692757
38378.906250	-100.815224
38384.765625	-109.046890
38390.625000	-123.991928
38396.484375	-130.291061
38402.343750	-140.316925
38408.203125	-137.516830
38414.062500	-133.256042
38419.921875	-134.662292
38425.781250	-138.993698
38431.640625	-124.493431
38437.500000	-111.368301
38443.359375	-106.086319
38449.218750	-107.539238
38455.078125	-115.985550
38460.937500	-133.025558
38466.796875	-137.907867
38472.656250	-115.388557
38478.515625	-103.702904
38484.375000	-99.636185
38490.234375	-102.282089
38496.093750	-112.333282
38501.953125	-127.055672
38507.812500	-131.802338
38513.671875	-138.085510
38519.531250	-135.816086
38525.390625	-133.295120
38531.250000	-134.675110
38537.109375	-136.346725
38542.968750	-120.316345
38548.828125	-109.576096
38554.687500	-105.976562
38560.546875	-109.022491
38566.406250	-119.425873
38572.265625	-138.180939
38578.125000	-131.878510
38583.984375	-112.292801
38589.843750	-102.495033
38595.703125	-99.971458
38601.562500	-104.213646
38607.421875	-116.203133
38613.281250	-126.806076
38619.140625	-134.149155
38625.000000	-140.343079
38630.859375	-139.034988
38636.718750	-137.283020
38642.578125	-138.100281
38648.437500	-134.202332
38654.296875	-117.671135
38660.156250	-108.298058
38666.015625	-106.094475
38671.875000	-110.537956
38677.734375	-122.275284
38683.593750	-136.133667
38689.453125	-126.618210
38695.312500	-109.643402
38701.171875	-101.647980
38707.031250	-100.656784
38712.890625	-106.531288
38718.750000	-120.364578
38724.609375	-128.020065
38730.468750	-135.139709
38736.328125	-137.711853
38742.187500	-133.980301
38748.046875	-133.368286
38753.906250	-136.345245
38759.765625	-130.623978
38765.625000	-114.827042
38771.484375	-107.311371
38777.343750	-106.648148
38783.203125	-112.688637
38789.062500	-126.811836
38794.921875	-141.102661
38800.781250	-121.783356
38806.640625	-107.332924
38812.500000	-101.035469
38818.359375	-101.543076
38824.218750	-109.037468
38830.078125	-122.908920
38835.937500	-127.642021
38841.796875	-133.932999
38847.656250	-134.917892
38853.515625	-133.975311
38859.375000	-136.004013
38865.234375	-142.412262
38871.093750	-126.690727
38876.953125	-112.727020
38882.812500	-106.855247
38888.671875	-107.711433
38894.531250	-115.481644
38900.390625	-131.161606
38906.250000	-137.253098
38912.109375	-117.790314
38917.968750	-105.447906
38923.828125	-100.767532
38929.687500	-102.819717
38935.546875	-112.138687
38941.406250	-125.132515
38947.265625	-130.647385
38953.125000	-139.926743
38958.984375	-136.367859
38964.843750	-133.769394
38970.703125	-137.526993
38976.562500	-141.944504
38982.421875	-123.258606
38988.281250	-110.937744
38994.140625	-106.525063
39000.000000	-108.837860
39005.859375	-118.324783
39011.718750	-135.785156
39017.578125	-134.890686
39023.437500	-114.634193
39029.296875	-104.026581
39035.156250	-100.868675
39041.015625	-104.468552
39046.875000	-115.775818
39052.734375	-126.673721
39058.593750	-131.172363
39064.453125	-136.991089
39070.312500	-134.730530
39076.171875	-133.760529
39082.031250	-138.474884
39087.890625	-140.909515
39093.750000	-119.693108
39099.609375	-109.534081
39105.468750	-106.746185
39111.328125	-110.718140
39117.187500	-122.629295
39123.046875	-141.479782
39128.906250	-128.872879
39134.765625	-111.475204
39140.625000	-102.860466
39146.484375	-101.251099
39152.343750	-106.385315
39158.203125	-119.173782
39164.062500	-128.402527
39169.921875	-135.658569
39175.781250	-138.736984
39181.640625	-135.691742
39187.500000	-135.387878
39193.359375	-137.940048
39199.218750	-131.761978
39205.078125	-116.227089
39210.937500	-108.141090
39216.796875	-106.897545
39222.656250	-112.408600
39228.515625	-126.073959
39234.375000	-140.118011
39240.234375	-124.797211
39246.093750	-109.236351
39251.953125	-102.206848
39257.812500	-102.097351
39263.671875	-108.987038
39269.531250	-123.250175
39275.390625	-128.348633
39281.250000	-135.814072
39287.109375	-137.418472
39292.968750	-133.998688
39298.828125	-135.120071
39304.687500	-139.908310
39310.546875	-129.592697
39316.406250	-114.260681
39322.265625	-107.613068
39328.125000	-107.816948
39333.984375	-114.847404
39339.843750	-129.539185
39345.703125	-137.723190
39351.562500	-120.465897
39357.421875	-107.117950
39363.281250	-101.749001
39369.140625	-103.158051
39375.000000	-111.788811
39380.859375	-125.184151
39386.718750	-129.021225
39392.578125	-135.849487
39398.437500	-134.840012
39404.296875	-132.878021
39410.156250	-134.565140
39416.015625	-138.459473
39421.875000	-124.693604
39427.734375	-112.073738
39433.593750	-107.057739
39439.453125	-108.759621
39445.312500	-117.462288
39451.171875	-133.627136
39457.031250	-138.400024
39462.890625	-116.905624
39468.750000	-105.474861
39474.609375	-101.670242
39480.468750	-104.616508
39486.328125	-115.053627
39492.187500	-126.793739
39498.046875	-133.049484
39503.906250	-140.607605
39509.765625	-137.512741
39515.625000	-136.635178
39521.484375	-139.993286
39527.343750	-138.124420
39533.203125	-121.055641
39539.062500	-110.507942
39544.921875	-107.132538
39550.781250	-110.401451
39556.640625	-120.889557
39562.500000	-136.637512
39568.359375	-134.060226
39574.218750	-113.883194
39580.078125	-104.270538
39585.937500	-101.982895
39591.796875	-106.478546
39597.656250	-118.816277
39603.515625	-130.285141
39609.375000	-137.184982
39615.234375	-140.401428
39621.093750	-135.438995
39626.953125	-134.145493
39632.812500	-137.060257
39638.671875	-134.826065
39644.531250	-118.539291
39650.390625	-109.425659
39656.250000	-107.494705
39662.109375	-112.294472
39667.968750	-124.949478
39673.828125	-145.242950
39679.687500	-126.869194
39685.546875	-110.883385
39691.406250	-103.305725
39697.265625	-102.598633
39703.125000	-108.760925
39708.984375	-121.790176
39714.843750	-126.675423
39720.703125	-133.524658
39726.562500	-137.818527
39732.421875	-134.327713
39738.281250	-133.945938
39744.140625	-137.369980
39750.000000	-130.882980
39755.859375	-115.532578
39761.718750	-108.279716
39767.578125	-107.869392
39773.437500	-114.187149
39779.296875	-128.143509
39785.156250	-135.825851
39791.015625	-122.691505
39796.875000	-108.712280
39802.734375	-102.712242
39808.593750	-103.526268
39814.453125	-111.507759
39820.312500	-125.632629
39826.171875	-129.896210
39832.031250	-138.673950
39837.890625	-140.580246
39843.750000	-136.727737
39849.609375	-137.515518
39855.468750	-140.671127
39861.328125	-127.425217
39867.187500	-113.610023
39873.046875	-107.923103
39878.906250	-108.986809
39884.765625	-116.790901
39890.625000	-130.899307
39896.484375	-136.945496
39902.343750	-119.174057
39908.203125	-107.000679
39914.062500	-102.549911
39919.921875	-104.835632
39925.781250	-114.397675
39931.640625	-127.254807
39937.500000	-131.822235
39943.359375	-139.160110
